id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
11597,2016-11-01,,One year,Yes,Mailed check,24.2,914.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
11598,2019-03-01,,Month-to-month,No,Bank transfer (automatic),20.3,246.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11599,2018-03-01,2019-12-01,Month-to-month,Yes,Electronic check,102.8,2110.15,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,1
11600,2014-06-01,,Two year,No,Bank transfer (automatic),85.3,5560.0,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
11601,2018-08-01,,One year,Yes,Credit card (automatic),89.6,1633.0,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,0
11602,2019-05-01,2019-11-01,Month-to-month,Yes,Mailed check,99.95,547.65,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No,1
11603,2018-08-01,,Month-to-month,No,Mailed check,56.25,969.85,DSL,Yes,No,No,No,No,No,Male,0,No,No,Yes,0
11604,2015-10-01,,One year,Yes,Bank transfer (automatic),50.95,2610.65,DSL,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
11605,2015-06-01,,Two year,No,Mailed check,115.85,6567.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
11606,2016-05-01,,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
11607,2014-07-01,,Two year,Yes,Mailed check,26.1,1759.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
11608,2019-11-01,,Month-to-month,No,Mailed check,35.1,101.1,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,No,No,0
11609,2014-09-01,,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
11610,2014-11-01,,Two year,No,Mailed check,67.25,4234.15,DSL,No,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
11611,2019-03-01,,Two year,No,Mailed check,25.0,300.7,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
11612,2020-01-01,,Month-to-month,Yes,Mailed check,59.55,59.55,DSL,No,No,No,Yes,No,Yes,Male,0,No,Yes,No,0
11613,2015-07-01,,Two year,Yes,Bank transfer (automatic),77.8,4323.35,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,Yes,0
11614,2018-01-01,,One year,Yes,Mailed check,55.1,1466.1,DSL,No,No,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
11615,2013-10-01,2019-10-01,One year,Yes,Bank transfer (automatic),117.8,8684.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,1
11616,2014-02-01,,Two year,Yes,Credit card (automatic),24.15,1776.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
11617,2014-09-01,,Two year,No,Mailed check,45.25,2933.95,DSL,No,Yes,No,Yes,Yes,No,Female,0,No,Yes,No,0
11618,2015-04-01,2019-10-01,Month-to-month,Yes,Electronic check,79.5,4370.25,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,Yes,1
11619,2019-07-01,,Month-to-month,No,Mailed check,20.25,144.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11620,2014-02-01,,Two year,No,Bank transfer (automatic),64.75,4804.75,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,0
11621,2018-05-01,,Month-to-month,No,Bank transfer (automatic),54.6,1125.2,DSL,No,No,No,No,Yes,No,Male,0,Yes,No,No,0
11622,2019-12-01,,Month-to-month,Yes,Bank transfer (automatic),20.7,39.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11623,2019-10-01,,Month-to-month,Yes,Electronic check,94.75,422.4,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,No,0
11624,2019-07-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),79.65,251.75,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,Yes,1
11625,2014-02-01,,Two year,No,Credit card (automatic),115.8,8332.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
11626,2019-08-01,,Month-to-month,Yes,Electronic check,49.45,314.6,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
11627,2015-10-01,,Month-to-month,Yes,Credit card (automatic),83.8,4331.4,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,No,0
11628,2014-05-01,,Month-to-month,Yes,Bank transfer (automatic),95.35,6382.0,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes,0
11629,2019-05-01,2020-01-01,Month-to-month,Yes,Electronic check,94.7,740.3,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,1
11630,2019-06-01,,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,No,0
11631,2014-11-01,,Month-to-month,Yes,Bank transfer (automatic),89.6,5538.8,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,0
11632,2015-02-01,,One year,Yes,Credit card (automatic),116.6,7049.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
11633,2019-02-01,,Month-to-month,No,Bank transfer (automatic),54.2,690.5,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,No,0
11634,2019-01-01,,Month-to-month,Yes,Mailed check,19.3,279.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11635,2018-04-01,,Month-to-month,No,Mailed check,65.05,1427.55,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,Yes,0
11636,2019-07-01,2019-12-01,Month-to-month,Yes,Electronic check,92.5,452.7,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,1
11637,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,19.45,19.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,1
11638,2014-02-01,,Two year,Yes,Bank transfer (automatic),24.05,1709.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
11639,2019-12-01,,Month-to-month,No,Bank transfer (automatic),18.75,53.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11640,2016-10-01,,Two year,No,Bank transfer (automatic),20.15,777.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11641,2016-06-01,,One year,No,Bank transfer (automatic),20.0,860.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11642,2014-03-01,,One year,Yes,Bank transfer (automatic),71.0,5012.1,DSL,Yes,Yes,No,Yes,Yes,No,Male,1,Yes,No,No,0
11643,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,75.55,166.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
11644,2017-12-01,,Month-to-month,Yes,Electronic check,93.6,2404.1,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,0
11645,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,70.0,70.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
11646,2020-01-01,,Month-to-month,No,Mailed check,24.4,24.4,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
11647,2014-08-01,2020-01-01,Two year,Yes,Bank transfer (automatic),74.8,4820.15,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,1
11648,2019-11-01,,Month-to-month,Yes,Mailed check,65.25,209.9,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,Yes,0
11649,2019-01-01,,Month-to-month,Yes,Mailed check,50.55,610.75,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
11650,2017-01-01,2019-10-01,Month-to-month,Yes,Electronic check,104.4,3409.6,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,1
11651,2020-01-01,,Month-to-month,Yes,Mailed check,70.7,70.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11652,2019-10-01,,Month-to-month,No,Mailed check,45.25,155.35,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11653,2019-12-01,,Month-to-month,Yes,Electronic check,70.3,144.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11654,2014-02-01,,Two year,Yes,Credit card (automatic),108.95,7875.0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
11655,2017-01-01,,Month-to-month,No,Mailed check,26.45,911.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
11656,2018-07-01,2019-10-01,Month-to-month,No,Electronic check,86.2,1270.2,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,No,1
11657,2018-03-01,,One year,Yes,Credit card (automatic),19.65,478.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11658,2017-05-01,2019-11-01,Month-to-month,No,Credit card (automatic),51.2,1561.5,DSL,No,No,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,1
11659,2016-08-01,,One year,Yes,Electronic check,19.05,761.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11660,2017-06-01,,One year,No,Mailed check,74.75,2282.95,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,Yes,0
11661,2018-04-01,,Month-to-month,Yes,Bank transfer (automatic),75.8,1615.1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
11662,2016-08-01,,Month-to-month,Yes,Credit card (automatic),25.1,1097.15,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,0
11663,2019-06-01,,Month-to-month,No,Mailed check,44.45,369.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
11664,2014-09-01,,Two year,Yes,Credit card (automatic),104.3,6725.3,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
11665,2019-10-01,2019-12-01,Month-to-month,No,Mailed check,19.5,31.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
11666,2014-04-01,,Two year,Yes,Bank transfer (automatic),89.0,6293.2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
11667,2018-04-01,,Month-to-month,No,Credit card (automatic),20.15,432.5,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
11668,2019-08-01,2019-12-01,Month-to-month,Yes,Electronic check,74.9,321.75,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
11669,2019-08-01,2019-10-01,Month-to-month,No,Credit card (automatic),74.9,147.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
11670,2014-07-01,,Two year,No,Bank transfer (automatic),36.15,2434.45,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
11671,2018-01-01,,Month-to-month,Yes,Credit card (automatic),19.2,532.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11672,2018-06-01,,Month-to-month,No,Bank transfer (automatic),19.25,375.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
11673,2019-12-01,,Month-to-month,Yes,Credit card (automatic),61.2,125.95,DSL,Yes,No,No,No,No,Yes,Female,0,No,Yes,No,0
11674,2015-11-01,,Two year,No,Mailed check,20.45,1042.65,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11675,2016-04-01,,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,No,0
11676,2017-09-01,2019-10-01,Month-to-month,Yes,Electronic check,100.25,2387.75,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,1
11677,2019-01-01,,Month-to-month,No,Mailed check,44.0,659.35,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,0
11678,2017-11-01,2019-12-01,Month-to-month,Yes,Mailed check,102.8,2660.2,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,1
11679,2017-12-01,,One year,No,Mailed check,50.35,1285.8,DSL,No,No,Yes,No,No,No,Male,0,Yes,Yes,No,0
11680,2016-06-01,2020-01-01,One year,Yes,Electronic check,100.0,4211.55,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,1
11681,2018-07-01,,Month-to-month,Yes,Electronic check,20.0,377.55,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
11682,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,99.85,990.9,Fiber optic,No,Yes,No,Yes,Yes,Yes,Male,0,Yes,No,No,1
11683,2019-09-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,Yes,Yes,1
11684,2014-02-01,,Two year,Yes,Bank transfer (automatic),86.4,6058.95,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
11685,2018-08-01,,Month-to-month,Yes,Credit card (automatic),58.4,964.9,DSL,Yes,Yes,No,No,No,No,Male,1,No,No,Yes,0
11686,2019-04-01,2020-01-01,Month-to-month,Yes,Electronic check,83.85,790.15,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,Yes,1
11687,2017-10-01,2020-01-01,Month-to-month,No,Credit card (automatic),88.3,2467.75,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,1
11688,2018-02-01,,Month-to-month,Yes,Electronic check,94.1,2322.85,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
11689,2014-01-01,2019-10-01,One year,Yes,Bank transfer (automatic),104.05,7262.0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,1
11690,2016-04-01,,Two year,Yes,Credit card (automatic),108.9,4854.3,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
11691,2014-02-01,,Two year,Yes,Bank transfer (automatic),107.4,7748.75,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,1,No,No,Yes,0
11692,2018-03-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,1
11693,2014-04-01,,Month-to-month,Yes,Electronic check,90.85,6470.1,Fiber optic,Yes,No,No,No,No,Yes,Female,1,Yes,No,Yes,0
11694,2019-12-01,,Month-to-month,No,Electronic check,19.9,57.4,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11695,2017-07-01,,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,DSL,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
11696,2015-02-01,2019-10-01,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Fiber optic,No,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
11697,2018-10-01,,Month-to-month,No,Bank transfer (automatic),100.7,1522.7,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
11698,2015-10-01,,Two year,No,Credit card (automatic),25.6,1334.5,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,Yes,0
11699,2019-01-01,,Month-to-month,Yes,Mailed check,19.85,252.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11700,2017-03-01,,One year,No,Mailed check,20.75,700.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11701,2015-03-01,,Two year,No,Electronic check,95.8,5655.45,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
11702,2014-02-01,,Month-to-month,Yes,Electronic check,94.65,6747.35,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,No,0
11703,2014-05-01,2019-11-01,Two year,Yes,Bank transfer (automatic),80.55,5265.1,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
11704,2016-01-01,,Two year,No,Credit card (automatic),106.65,5174.35,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,0
11705,2019-12-01,,Month-to-month,Yes,Mailed check,45.85,105.6,DSL,No,No,No,No,No,No,Female,0,No,No,No,0
11706,2018-05-01,,Month-to-month,Yes,Electronic check,104.35,2271.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,0
11707,2015-08-01,,One year,Yes,Electronic check,55.45,2966.95,DSL,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
11708,2018-01-01,2020-01-01,Month-to-month,Yes,Electronic check,78.85,1772.25,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,No,Yes,1
11709,2020-01-01,,Month-to-month,No,Electronic check,61.15,61.15,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,Yes,0
11710,2019-08-01,,Month-to-month,Yes,Electronic check,78.95,494.95,Fiber optic,Yes,Yes,No,No,No,No,Male,0,No,No,No,0
11711,2019-11-01,2019-12-01,Month-to-month,Yes,Mailed check,44.45,44.45,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
11712,2016-01-01,,One year,Yes,Credit card (automatic),109.2,5290.45,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,0
11713,2015-06-01,,Two year,Yes,Credit card (automatic),61.3,3346.8,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,0
11714,2015-06-01,,Month-to-month,Yes,Electronic check,96.85,5219.65,Fiber optic,Yes,Yes,No,No,No,Yes,Female,1,No,No,Yes,0
11715,2019-08-01,,Two year,No,Mailed check,40.55,217.5,DSL,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
11716,2017-06-01,,One year,No,Mailed check,19.8,607.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11717,2015-12-01,,One year,Yes,Electronic check,108.25,5431.4,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
11718,2015-04-01,,One year,Yes,Bank transfer (automatic),105.05,6004.85,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
11719,2014-09-01,,Two year,Yes,Mailed check,90.45,5957.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
11720,2014-10-01,,Two year,Yes,Credit card (automatic),86.4,5442.05,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
11721,2014-08-01,,Two year,No,Bank transfer (automatic),66.9,4370.25,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,No,Yes,0
11722,2016-12-01,,One year,Yes,Electronic check,110.7,4428.6,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
11723,2018-06-01,,One year,Yes,Mailed check,20.0,416.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
11724,2017-01-01,2020-01-01,Month-to-month,Yes,Electronic check,84.9,3067.2,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
11725,2014-10-01,,One year,No,Electronic check,102.1,6688.1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,0
11726,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,20.25,20.25,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
11727,2015-02-01,,One year,Yes,Credit card (automatic),70.15,4224.7,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,0
11728,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,74.35,74.35,Fiber optic,No,Yes,No,No,No,No,Male,0,No,No,No,1
11729,2015-12-01,,One year,Yes,Bank transfer (automatic),80.05,4042.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,0
11730,2019-12-01,2020-01-01,Month-to-month,No,Mailed check,62.05,62.05,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,1
11731,2014-02-01,,Two year,Yes,Electronic check,49.2,3580.95,DSL,Yes,Yes,Yes,No,No,Yes,Female,0,Yes,No,No,0
11732,2015-02-01,,Two year,Yes,Bank transfer (automatic),20.5,1198.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
11733,2016-04-01,,Two year,No,Mailed check,38.25,1755.35,DSL,Yes,No,Yes,Yes,No,No,Male,0,No,No,No,0
11734,2014-05-01,,Two year,Yes,Credit card (automatic),54.95,3772.5,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
11735,2017-07-01,,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,Fiber optic,No,No,Yes,Yes,Yes,No,Male,1,No,No,Yes,0
11736,2018-07-01,,One year,No,Mailed check,19.9,357.7,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11737,2014-03-01,,Two year,No,Credit card (automatic),19.9,1397.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11738,2019-02-01,,Month-to-month,Yes,Electronic check,84.6,959.9,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
11739,2016-07-01,2019-10-01,One year,No,Credit card (automatic),80.0,3182.95,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,1
11740,2016-06-01,,One year,Yes,Bank transfer (automatic),85.25,3704.15,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
11741,2015-06-01,,Two year,No,Credit card (automatic),81.25,4620.4,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
11742,2014-02-01,,Two year,Yes,Bank transfer (automatic),115.5,8312.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
11743,2019-07-01,2019-12-01,Month-to-month,No,Mailed check,104.1,541.9,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes,1
11744,2019-03-01,,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
11745,2017-10-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),39.1,971.3,DSL,Yes,No,No,No,No,Yes,Male,1,Yes,No,No,1
11746,2018-11-01,,Month-to-month,Yes,Electronic check,94.65,1285.05,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,No,No,0
11747,2014-02-01,,Two year,Yes,Mailed check,20.8,1521.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11748,2015-06-01,,Two year,No,Credit card (automatic),59.5,3389.25,DSL,No,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,0
11749,2014-10-01,,Two year,Yes,Bank transfer (automatic),20.05,1198.05,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
11750,2017-04-01,,Month-to-month,Yes,Electronic check,100.45,3414.65,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,No,Yes,0
11751,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,76.5,162.45,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
11752,2017-03-01,,One year,No,Bank transfer (automatic),20.6,754.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11753,2018-04-01,,One year,No,Credit card (automatic),20.3,467.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11754,2019-07-01,2019-12-01,Month-to-month,Yes,Electronic check,49.2,216.9,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,1
11755,2019-05-01,,One year,No,Mailed check,39.55,373.0,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No,0
11756,2019-02-01,2020-01-01,Month-to-month,No,Credit card (automatic),23.15,245.2,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
11757,2018-03-01,,One year,No,Mailed check,20.45,481.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
11758,2019-08-01,2019-12-01,Month-to-month,No,Electronic check,80.85,302.75,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,Yes,No,1
11759,2014-06-01,,Two year,No,Bank transfer (automatic),25.25,1728.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
11760,2017-05-01,,Month-to-month,No,Electronic check,91.25,2964.05,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,0
11761,2017-07-01,,Month-to-month,Yes,Bank transfer (automatic),72.45,2156.25,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,No,No,0
11762,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,60.1,60.1,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Yes,1
11763,2015-06-01,,Two year,No,Bank transfer (automatic),19.7,1051.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
11764,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,78.95,78.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,1
11765,2014-08-01,,One year,Yes,Electronic check,75.1,5013.0,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
11766,2014-02-01,,Two year,No,Bank transfer (automatic),25.0,1738.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
11767,2017-04-01,,Month-to-month,No,Credit card (automatic),69.15,2275.1,Fiber optic,No,No,No,No,No,No,Male,1,No,No,No,0
11768,2015-04-01,,Month-to-month,Yes,Electronic check,91.55,5511.65,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,No,0
11769,2019-11-01,2020-01-01,Month-to-month,Yes,Electronic check,45.15,98.5,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
11770,2017-01-01,,Two year,No,Credit card (automatic),35.8,1316.9,DSL,No,No,No,No,Yes,No,Male,0,No,No,No,0
11771,2014-03-01,,Two year,Yes,Credit card (automatic),113.15,7993.3,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
11772,2020-01-01,,One year,No,Credit card (automatic),19.85,19.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11773,2014-03-01,,Two year,No,Credit card (automatic),19.8,1388.45,Fiber optic,No,No,No,No,No,No,Male,1,Yes,Yes,No,0
11774,2017-03-01,,One year,No,Electronic check,19.9,666.0,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
11775,2019-08-01,,One year,No,Mailed check,19.7,94.45,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
11776,2019-07-01,2019-10-01,Month-to-month,Yes,Electronic check,79.4,244.65,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
11777,2014-05-01,,One year,No,Bank transfer (automatic),59.1,4134.7,DSL,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
11778,2016-05-01,2020-01-01,One year,Yes,Mailed check,53.95,2375.4,DSL,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,1
11779,2015-09-01,,One year,Yes,Electronic check,91.15,4862.5,Fiber optic,No,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,0
11780,2018-01-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,1
